Brand,Product,Price,Description,Url
Scythe,"
 Mugen 5 PCGH edition prosessorijäähdytin
","56,90 
                                        ","Intel LGA775/115x/1366/2011(-v3), AMD FM1/FM2(+)/AM2(+)/AM3(+)/AM4  
                                        ",https://jimms.fi/fi/Product/Show/132169/scmg-5pcgh/scythe-mugen-5-pcgh-edition-prosessorijaahdytin
Cryorig,"
 C7 Cu -prosessorijäähdytin
","59,00 
                                        ","Äärimmäisen kompakti kuparijäähdytin!  
                                        ",https://jimms.fi/fi/Product/Show/141128/cr-c7b/cryorig-c7-cu-prosessorijaahdytin
Noctua,"
 NH-U12S TR4-SP3 -prosessorijäähdytin
","69,90 
                                        ","AMD TR4/SP3  
                                        ",https://jimms.fi/fi/Product/Show/132722/nh-u12s-tr4-sp3/noctua-nh-u12s-tr4-sp3-prosessorijaahdytin
Scythe,"
 Kotetsu Mark II TUF Gaming Alliance -prosessorijäähdytin
","46,90 
                                        ","Niitä lämpöhuolet nurin Scythen tuotteilla!  
                                        ",https://jimms.fi/fi/Product/Show/150310/scktt-2000tuf/scythe-kotetsu-mark-ii-tuf-gaming-alliance-prosessorijaahdytin
Alpenföhn,"
 Silvretta -prosessorijäähdytin
","20,90 
                                        ","Pidä suorittimesi lämmöt aisoissa Alpenföhnin avustuksella! | 92mm  
                                        ",https://jimms.fi/fi/Product/Show/144876/84000000096/alpenfohn-silvretta-prosessorijaahdytin
Alpenföhn,"
 Panorama rev.B -prosessorijäähdytin
","20,90 
                                        ","Pidä suorittimesi lämmöt aisoissa Alpenföhnin avustuksella! | 100mm  
                                        ",https://jimms.fi/fi/Product/Show/144878/84000000040/alpenfohn-panorama-rev-b-prosessorijaahdytin
Akasa,"
 Venom Pico, LGA775, LGA115x, LGA1200 / Socket AM2, AM2+, AM3 & FM1
","22,50 
                                        ",,https://jimms.fi/fi/Product/Show/66968/ak-cc4009ep01/akasa-venom-pico-lga775-lga115x-lga1200-socket-am2-am2-am3-fm1
Deepcool,"
 ASSASSIN III -prosessorijäähdytin
","94,90 
                                        ","Pidä suorittimesi lämmöt aisoissa Deepcoolin avulla!  
                                        ",https://jimms.fi/fi/Product/Show/156188/dp-gs-mch7-asn-3/deepcool-assassin-iii-prosessorijaahdytin
Enzotech,"
 CNB-S1L piirisarjajäähdytin, kupari
","22,00 
                                        ",,https://jimms.fi/fi/Product/Show/66182/cnb-s1l/enzotech-cnb-s1l-piirisarjajaahdytin-kupari
Akasa,"
 Piirisarjan jäähdytin, harmaa/musta
","7,90 
                                        ","Pidä piirisarjasi lämmöt kurissa! | 40mm  
                                        ",https://jimms.fi/fi/Product/Show/150779/ak-210-bk/akasa-piirisarjan-jaahdytin-harmaa-musta
SilentiumPC,"
 Grandis 3 -prosessorijäähdytin
","49,90 
                                        ","Suoritin viileäksi SilentiumPC:n avulla! | 120mm + 140mm  
                                        ",https://jimms.fi/fi/Product/Show/161041/spc274/silentiumpc-grandis-3-prosessorijaahdytin
Akasa,"
 AK-CC1107EP01, CPU-cooleri
","9,90 
                                        ","Prosessori viileäksi Akasan avulla!  
                                        ",https://jimms.fi/fi/Product/Show/160364/ak-cc1107ep01/akasa-ak-cc1107ep01-cpu-cooleri
SilverStone,"
 NT07-115x Low Profile prosessorijäähdytin, LGA115x
","19,90 
                                        ",,https://jimms.fi/fi/Product/Show/92669/sst-nt07-115x/silverstone-nt07-115x-low-profile-prosessorijaahdytin-lga115x
be quiet!,"
 Shadow Rock LP -prosessorijäähdytin
","49,00 
                                        ","Poikkeuksellista jäähdytystä, huomattavaa hiljaisuutta! | 130W TDP | 120mm tuuletin  
                                        ",https://jimms.fi/fi/Product/Show/142260/bk002/be-quiet-shadow-rock-lp-prosessorijaahdytin
Raspberry Pi,"
 Pi jäähdytyselementtisarja, 2 osaa, musta
","8,00 
                                        ",,https://jimms.fi/fi/Product/Show/128907/mmp-0139/raspberry-pi-pi-jaahdytyselementtisarja-2-osaa-musta
Enzotech,"
 BMR-C1 muistisiili kit, kupari
","17,00 
                                        ",,https://jimms.fi/fi/Product/Show/20980/bmr-c1/enzotech-bmr-c1-muistisiili-kit-kupari
Alpenföhn,"
 (B-Stock) Ben Nevis Advanced -prosessorijäähdytin
","24,90 
                                        ","Tämä tuote on käytetty! Pidä suorittimesi lämmöt aisoissa Alpenföhnin avustuksella! | 130mm  
                                        ",https://jimms.fi/fi/Product/Show/158096/84000000146-bst2/alpenfohn-b-stock-ben-nevis-advanced-prosessorijaahdytin
Deepcool,"
 GAMMAXX 200T -prosessorijäähdytin
","19,90 
                                        ","Intel LGA 775/115x | AMD 754/939/940/FM1/FM2(+)/AM2(+)/AM3(+)/AM4  
                                        ",https://jimms.fi/fi/Product/Show/128203/gammaxx-200t/deepcool-gammaxx-200t-prosessorijaahdytin
LC-Power,"
 Cosmo Cool, matalaprofiilinen prosessorijäähdytin, hopea/musta
","16,00 
                                        ","Intel LGA115x  
                                        ",https://jimms.fi/fi/Product/Show/120389/lc-cc-65/lc-power-cosmo-cool-matalaprofiilinen-prosessorijaahdytin-hopea-musta
Raspberry Pi,"
 ModMyPi -jäähdytyselementtisarja, 2 osaa, hopea
","8,00 
                                        ",,https://jimms.fi/fi/Product/Show/135863/mmp-0140/raspberry-pi-modmypi-jaahdytyselementtisarja-2-osaa-hopea
Cooler Master,"
 Hyper H412R -prosessorijäähdytin
","29,90 
                                        ","Kompakti ja lumoava prosessorisi tunteiden viilentäjä!  
                                        ",https://jimms.fi/fi/Product/Show/143349/rr-h412-20pk-r2/cooler-master-hyper-h412r-prosessorijaahdytin
Cryorig,"
 C7 RGB -prosessorijäähdytin
","44,90 
                                        ","Valaisun keskipiste mihin tahansa ITX-kokoonpanoon!  
                                        ",https://jimms.fi/fi/Product/Show/155063/cr-c7r/cryorig-c7-rgb-prosessorijaahdytin
Akasa,"
 CC7124EP01, kompakti prosessorijäähdytin LGA 775/115X -kannoille
","16,90 
                                        ","Suunniteltu erityisesti Thin Mini-ITX ja Mini-ITX -kokoonpanoille!  
                                        ",https://jimms.fi/fi/Product/Show/145562/ak-cc7124ep01/akasa-cc7124ep01-kompakti-prosessorijaahdytin-lga-775-115x-kannoille
Alpenföhn,"
 Super Silent SI 2 -prosessorijäähdytin
","17,90 
                                        ","Pidä suorittimesi lämmöt aisoissa Alpenföhnin avustuksella! | 92mm  
                                        ",https://jimms.fi/fi/Product/Show/144874/21720121022/alpenfohn-super-silent-si-2-prosessorijaahdytin
ARCTIC,"
 Accelero L2 Plus VGA-cooleri
","18,50 
                                        ",,https://jimms.fi/fi/Product/Show/68182/dcaco-v300101-bl/arctic-accelero-l2-plus-vga-cooleri
Aqua Computer,"
 Aquaero 5 passiivinen jäähdytyssiili, uusi versio
","11,00 
                                        ",,https://jimms.fi/fi/Product/Show/93202/at20025/aqua-computer-aquaero-5-passiivinen-jaahdytyssiili-uusi-versio
Antec,"
 A30 -prosessorijäähdytin
","18,00 
                                        ","Optimaalinen ja edullinen jäähdytysratkaisu prosessorillesi! | 1 x 92mm  
                                        ",https://jimms.fi/fi/Product/Show/131083/0-761345-10922-2/antec-a30-prosessorijaahdytin
Alpenföhn,"
 Brocken 3 - Black Edition -prosessorijäähdytin
","62,90 
                                        ","Pidä suorittimesi lämmöt aisoissa Alpenföhnin avustuksella! | 2 x 140mm  
                                        ",https://jimms.fi/fi/Product/Show/144869/84000000154/alpenfohn-brocken-3-black-edition-prosessorijaahdytin
Raijintek,"
 Rhea Heatpipe CPU-jäähdytin, LGA115x
","17,90 
                                        ",,https://jimms.fi/fi/Product/Show/95017/0r100005/raijintek-rhea-heatpipe-cpu-jaahdytin-lga115x
Cryorig,"
 M9 Plus -prosessorijäähdytin
","39,90 
                                        ","Kompakti tornicooleri! | 2 x 92mm  
                                        ",https://jimms.fi/fi/Product/Show/149304/cr-m9pa/cryorig-m9-plus-prosessorijaahdytin
Alphacool,"
 HDX - M.2 SSD M01 - 80mm - jäähdytyslevy
","15,90 
                                        ",,https://jimms.fi/fi/Product/Show/129008/at1012609/alphacool-hdx-m-2-ssd-m01-80mm-jaahdytyslevy
Deepcool,"
 GAMMAXX 300 R -prosessorijäähdytin
","23,90 
                                        ","Intel LGA 775/115x | AMD FM1/FM2(+)/AM2(+)/AM3(+)/AM4  
                                        ",https://jimms.fi/fi/Product/Show/138515/gammaxx-300r/deepcool-gammaxx-300-r-prosessorijaahdytin
Aqua Computer,"
 kryoM.2 evo PCIe 3.0 x4 -sovitinkortti M.2 NGFF PCIe SSD -levylle
","39,90 
                                        ","Sisältää myös passiivisen jäähdytyksen!  
                                        ",https://jimms.fi/fi/Product/Show/136072/53246/aqua-computer-kryom-2-evo-pcie-3_0-x4-sovitinkortti-m-2-ngff-pcie-ssd-levylle
EK-Waterblocks,"
 EK-M.2 NVMe jäähdytyssiili, kulta
","14,50 
                                        ",,https://jimms.fi/fi/Product/Show/141796/3830046995278/ek-waterblocks-ek-m-2-nvme-jaahdytyssiili-kulta
SilverStone,"
 AR01 V2.1 -prosessorijäähdytin
","34,90 
                                        ","Suorituskykyinen CPU-cooleri Silverstonelta! | 120mm tuuletin  
                                        ",https://jimms.fi/fi/Product/Show/142409/sst-ar01-v2-1/silverstone-ar01-v2_1-prosessorijaahdytin
ARCTIC,"
 Freezer 50 TR -prosessorijäähdytin
","69,90 
                                        ","Näyttävä kaksoistornicooleri Threadripperin lämpöjen taltuttamiseen! | 120mm + 140mm  
                                        ",https://jimms.fi/fi/Product/Show/155458/acfre00055a/arctic-freezer-50-tr-prosessorijaahdytin
SilverStone,"
 Argon SST-AR04 Low-Profile CPU-jäähdytin 80mm tuulettimella (LGA115X)
","26,90 
                                        ",,https://jimms.fi/fi/Product/Show/107571/sst-ar04/silverstone-argon-sst-ar04-low-profile-cpu-jaahdytin-80mm-tuulettimella-lga115x
Corsair,"
 A500 -prosessorijäähdytin
","99,90 
                                        ","Suorituskykyinen tornicooleri prosessorisi lämpöjen selättämiseen! | 2 x 120mm  
                                        ",https://jimms.fi/fi/Product/Show/157293/ct-9010003-ww/corsair-a500-prosessorijaahdytin
Akasa,"
 Nero 3 Prosessorijäähdytin, Intel LGA775/LGA115X/1200/1366/2011, AMD AM2, AM2+, AM3 & FM1
","45,00 
                                        ",,https://jimms.fi/fi/Product/Show/82790/ak-cc4013ep01/akasa-nero-3-prosessorijaahdytin-intel-lga775-lga115x-1200-1366-2011-amd-am2-am2-am3-fm1
Scythe,"
 Katana 5 -prosessorijäähdytin
","28,90 
                                        ","Ei kompromisseja!  
                                        ",https://jimms.fi/fi/Product/Show/150307/scktn-5000/scythe-katana-5-prosessorijaahdytin
Jonsbo,"
 CR-701 -prosessorijäähdytin
","36,70 
                                        ","Selätä prosessorisi lämpömurheet Jonsbon avulla | 1 x 120mm  
                                        ",https://jimms.fi/fi/Product/Show/162175/cr-701/jonsbo-cr-701-prosessorijaahdytin
SilentiumPC,"
 Grandis 3 EVO ARGB -prosessorijäähdytin
","56,90 
                                        ","Suoritin viileäksi SilentiumPC:n avulla! | 120mm + 140mm  
                                        ",https://jimms.fi/fi/Product/Show/161042/spc275/silentiumpc-grandis-3-evo-argb-prosessorijaahdytin
Noctua,"
 NH-L9i chromax.black -prosessorijäähdytin
","54,90 
                                        ","Nyt sitä saa! Täysmustaa Noctuaa!  
                                        ",https://jimms.fi/fi/Product/Show/155093/nh-l9i-chromax-black/noctua-nh-l9i-chromax-black-prosessorijaahdytin
ARCTIC,"
 Freezer 50 -prosessorijäähdytin, musta/hopea
","59,90 
                                        ","A-RGB -varusteltu CPU-cooleri tarjoaa kattavan yhteensopivuuden ja erinomaisen suorituskyvyn!  
                                        ",https://jimms.fi/fi/Product/Show/166336/acfre00065a/arctic-freezer-50-prosessorijaahdytin-musta-hopea
Jonsbo,"
 CR-1100 -prosessorijäähdytin
","62,90 
                                        ","Selätä prosessorisi lämpömurheet Jonsbon avulla | 2 x 120mm  
                                        ",https://jimms.fi/fi/Product/Show/162180/cr-1100/jonsbo-cr-1100-prosessorijaahdytin
Phanteks,"
 PH-TC14PE CPU Cooler - Valkoinen
","67,90 
                                        ",,https://jimms.fi/fi/Product/Show/65149/ph-tc14pe/phanteks-ph-tc14pe-cpu-cooler-valkoinen
MSI,"
 Core Frozr S -prosessorijäähdytin
","49,90 
                                        ","MSI hoitaa jäähdytyksen, jotta Sinä voit keskittyä olennaiseen! | 1 x 120mm  
                                        ",https://jimms.fi/fi/Product/Show/158305/e33-0602431-pc6/msi-core-frozr-s-prosessorijaahdytin
Raijintek,"
 Morpheus 8057, näytönohjaimen jäähdytyssiili, musta
","74,40 
                                        ","Näyttis viileäksi Raijintekin avulla!  
                                        ",https://jimms.fi/fi/Product/Show/165799/0r10b00176/raijintek-morpheus-8057-naytonohjaimen-jaahdytyssiili-musta
ARCTIC,"
 Freezer 50 -prosessorijäähdytin, sis. A-RGB -kontrollerin, musta/hopea
","69,90 
                                        ","A-RGB -varusteltu CPU-cooleri tarjoaa kattavan yhteensopivuuden ja erinomaisen suorituskyvyn!  
                                        ",https://jimms.fi/fi/Product/Show/166337/acfre00080a/arctic-freezer-50-prosessorijaahdytin-sis-a-rgb-kontrollerin-musta-hopea
SuperMicro,"
 (B-stock) 4U Aktiivinen CPU -jäähdytyssiili prosessorille, LGA3647-0
","47,90 
                                        ","Tämä tuote on käytetty!  
                                        ",https://jimms.fi/fi/Product/Show/164838/snk-p0070aps4-bst2/supermicro-b-stock-4u-aktiivinen-cpu-jaahdytyssiili-prosessorille-lga3647-0
Raijintek,"
 Morpheus II Heatpipe VGA-jäähdytin
","69,90 
                                        ",,https://jimms.fi/fi/Product/Show/98068/0r100006/raijintek-morpheus-ii-heatpipe-vga-jaahdytin
Zalman,"
 CNPS20X -prosessorijäähdytin
","89,90 
                                        ","Näyttävää ja suorituskykyistä jäähdytystä suorittimesi lämpöpulmiin! | 2 x 140mm  
                                        ",https://jimms.fi/fi/Product/Show/158432/cnps20x/zalman-cnps20x-prosessorijaahdytin
Jonsbo,"
 CR-201 -prosessorijäähdytin
","49,30 
                                        ","Selätä prosessorisi lämpömurheet Jonsbon avulla | 1 x 120mm  
                                        ",https://jimms.fi/fi/Product/Show/162174/cr-201/jonsbo-cr-201-prosessorijaahdytin
Noctua,"
 (B-stock) NH-U12S TR4-SP3 -prosessorijäähdytin
","62,90 
                                        ","Tämä tuote on asiakaspalautus! AMD TR4/SP3  
                                        ",https://jimms.fi/fi/Product/Show/165190/nh-u12s-tr4-sp3-bst1/noctua-b-stock-nh-u12s-tr4-sp3-prosessorijaahdytin
ARCTIC,"
 Accelero Turbo Module
","9,00 
                                        ",,https://jimms.fi/fi/Product/Show/91387/fn-vga-ac-02/arctic-accelero-turbo-module
ARCTIC,"
 Alpine 12 CO -prosessorijäähdytin
","11,90 
                                        ","Kompakti jäähdytin Intel-prosessoreille jatkuvaan käyttöön!  
                                        ",https://jimms.fi/fi/Product/Show/145988/acalp00031a/arctic-alpine-12-co-prosessorijaahdytin
ARCTIC,"
 Alpine M1-Passive jäähdytin, AM1
","10,90 
                                        ",,https://jimms.fi/fi/Product/Show/110746/acalp00005a/arctic-alpine-m1-passive-jaahdytin-am1
Cryorig,"
 H7 Quad Lumi -prosessorijäähdytin
","64,90 
                                        ","Intel: LGA 115x / 2011 AMD: FM1 / FM2(+) / AM2(+) / AM3(+) / AM4  
                                        ",https://jimms.fi/fi/Product/Show/131959/cr-h7qla/cryorig-h7-quad-lumi-prosessorijaahdytin
Thermalright,"
 AXP-200R ROG prosessoricooleri, LGA775/115x/1366/2011, AMD AM2(+)/AM3(+)/FM1/FM2
","59,90 
                                        ",,https://jimms.fi/fi/Product/Show/91930/100700542/thermalright-axp-200r-rog-prosessoricooleri-lga775-115x-1366-2011-amd-am2-am3-fm1-fm2
Phanteks,"
 PH-TC12DX CPU Cooler - Valkoinen
","61,90 
                                        ",,https://jimms.fi/fi/Product/Show/78530/ph-tc12dx/phanteks-ph-tc12dx-cpu-cooler-valkoinen
Cryorig,"
 C7 G -prosessorijäähdytin
","74,90 
                                        ","Täyttä kuparia grafeenipinnoitteella! Get some!  
                                        ",https://jimms.fi/fi/Product/Show/155064/cr-c7g/cryorig-c7-g-prosessorijaahdytin
Akasa,"
 Nero LX 2 Prosessorijäähdytin (LGA775/115x/1200/1366, AMx/FMx)
","34,90 
                                        ",,https://jimms.fi/fi/Product/Show/111514/ak-cc4016ep01/akasa-nero-lx-2-prosessorijaahdytin-lga775-115x-1200-1366-amx-fmx
Intel,"
 BXTS15A -prosessorijäähdytin
","39,00 
                                        ",,https://jimms.fi/fi/Product/Show/122950/bxts15a/intel-bxts15a-prosessorijaahdytin
Jonsbo,"
 HP-400 -prosessorijäähdytin, musta/hopea
","26,90 
                                        ","Selätä prosessorisi lämpömurheet Jonsbon avulla | 1 x 90mm  
                                        ",https://jimms.fi/fi/Product/Show/165738/hp400bk/jonsbo-hp-400-prosessorijaahdytin-musta-hopea
Deepcool,"
 GAMMAXX 400 -prosessorinjäähdytin
","29,90 
                                        ","Intel LGA 2011/115x/1366/775, AMD FMx/AMx, 120mm PWM tuuletin, jossa sininen LED-valaisu  
                                        ",https://jimms.fi/fi/Product/Show/120659/gammaxx-400/deepcool-gammaxx-400-prosessorinjaahdytin
Noctua,"
 NH-U12S DX-3647 -prosessorijäähdytin
","99,90 
                                        ","Intel LGA3647 viileäksi Noctuan avulla!  
                                        ",https://jimms.fi/fi/Product/Show/143229/nh-u12s-dx-3647/noctua-nh-u12s-dx-3647-prosessorijaahdytin
ARCTIC,"
 Freezer Xtreme Rev 2, LGA775/1156/1366, AM4/AM3/AM2+/AM2
","36,90 
                                        ",,https://jimms.fi/fi/Product/Show/47888/ucaco-p0900-csb01/arctic-freezer-xtreme-rev-2-lga775-1156-1366-am4-am3-am2-am2
Cryorig,"
 XT90 RGB, 92mm RGB-tuuletin C7-sarjan prosessorijäähdyttimille, musta/valkoinen
","12,90 
                                        ","Lisää RGB-valaistu tuuletin vaivatta C7-jäähdyttimeesi!  
                                        ",https://jimms.fi/fi/Product/Show/155065/cr-x9r/cryorig-xt90-rgb-92mm-rgb-tuuletin-c7-sarjan-prosessorijaahdyttimille-musta-valkoinen
SilentiumPC,"
 Spartan 3 LT HE1012 -prosessorijäähdytin
","21,90 
                                        ","Intel LGA775/115x, AMD 754/939/940/AM2(+)/AM3(+)/AM4/FM1/FM2(+)  
                                        ",https://jimms.fi/fi/Product/Show/124307/spc145/silentiumpc-spartan-3-lt-he1012-prosessorijaahdytin
Alpenföhn,"
 Brocken 3 - White Edition -prosessorijäähdytin
","62,90 
                                        ","Pidä suorittimesi lämmöt aisoissa Alpenföhnin avustuksella! | 2 x 140mm  
                                        ",https://jimms.fi/fi/Product/Show/144870/84000000155/alpenfohn-brocken-3-white-edition-prosessorijaahdytin
SilverStone,"
 Nitrogon Series NT08-115XP -prosessorijäähdytin
","19,90 
                                        ","Intel LGA 115x | Suunniteltu Mini-STX -kokoonpanoihin  
                                        ",https://jimms.fi/fi/Product/Show/128615/sst-nt08-115xp/silverstone-nitrogon-series-nt08-115xp-prosessorijaahdytin
be quiet!,"
 Pure Rock prosessorijäähdytin, LGA 775/115X/1366/2011(-3), AMD AM2(+)/AM3(+)/AM4/FM1/FM2(+)
","39,00 
                                        ",,https://jimms.fi/fi/Product/Show/108216/bk009/be-quiet-pure-rock-prosessorijaahdytin-lga-775-115x-1366-2011-3-amd-am2-am3-am4-fm1-fm2
Raijintek,"
 JUNO X -prosessorijäähdytin, musta/RGB
","11,90 
                                        ","Pidä suorittimesi lämmöt kurissa Raijintekin avulla! | 92mm  
                                        ",https://jimms.fi/fi/Product/Show/140445/0r100071/raijintek-juno-x-prosessorijaahdytin-musta-rgb
Akasa,"
 KS12 -prosessorijäähdytin
","14,90 
                                        ","Akasan avulla jäähtyy hieman ahtaampikin onkalo!  
                                        ",https://jimms.fi/fi/Product/Show/165628/ak-cc6308ep01/akasa-ks12-prosessorijaahdytin
Noctua,"
 NH-U9 TR4-SP3 -prosessorijäähdytin
","69,90 
                                        ","AMD TR4/SP3  
                                        ",https://jimms.fi/fi/Product/Show/132723/nh-u9-tr4-sp3/noctua-nh-u9-tr4-sp3-prosessorijaahdytin
Phanteks,"
 PH-TC14PE CPU Cooler - Musta
","67,90 
                                        ",,https://jimms.fi/fi/Product/Show/78529/ph-tc14pe-bk/phanteks-ph-tc14pe-cpu-cooler-musta
Cryorig,"
 Prosessorijäähdytin C1 Low Profile, LGA2011(-3)/1366/115x/775, AM3(+)/2(+), FM1/2(+)
","69,90 
                                        ",,https://jimms.fi/fi/Product/Show/115817/cr-c1a/cryorig-prosessorijaahdytin-c1-low-profile-lga2011-3-1366-115x-775-am3-2-fm1-2
be quiet!,"
 Dark Rock TF 2-prosessorijäähdytin
","64,90 
                                        ","Intel: LGA 775 / 115x / 1366 / 2011(-3) Square ILM AMD: AM2(+) / AM3(+) / AM4 / FM1 / FM2(+)  
                                        ",https://jimms.fi/fi/Product/Show/131753/bk003/be-quiet-dark-rock-tf-2-prosessorijaahdytin
be quiet!,"
 Shadow Rock 2 -prosessorijäähdytin
","49,90 
                                        ","Poikkeuksellista jäähdytystä, huomattavaa hiljaisuutta! | 180W TDP | 120mm tuuletin  
                                        ",https://jimms.fi/fi/Product/Show/142271/bk013/be-quiet-shadow-rock-2-prosessorijaahdytin
Alpenföhn,"
 Sella -prosessorijäähdytin
","20,90 
                                        ","Pidä suorittimesi lämmöt aisoissa Alpenföhnin avustuksella! | 92mm  
                                        ",https://jimms.fi/fi/Product/Show/144875/84000000053/alpenfohn-sella-prosessorijaahdytin
Prolimatech,"
 Genesis CPU-cooleri, LGA775/1155/1156/1366, AM3/AM2+/AM2
","73,90 
                                        ",,https://jimms.fi/fi/Product/Show/60569/cppt-012/prolimatech-genesis-cpu-cooleri-lga775-1155-1156-1366-am3-am2-am2
Cryorig,"
 Prosessorijäähdytin R1 Ultimate, LGA2011(-3)/1366/115x/775, AM3(+)/2(+), FM1/2(+)
","85,90 
                                        ",,https://jimms.fi/fi/Product/Show/115818/cr-r1a/cryorig-prosessorijaahdytin-r1-ultimate-lga2011-3-1366-115x-775-am3-2-fm1-2
Aqua Computer,"
 kryoM.2 micro passive heatsink -jäähdytysratkaisu M.2 2280 SSD-levylle, musta
","10,90 
                                        ","M.2 SSD-levyn lämmöt aisoihin Aqua Computerin avulla!  
                                        ",https://jimms.fi/fi/Product/Show/152813/ac-53247/aqua-computer-kryom-2-micro-passive-heatsink-jaahdytysratkaisu-m-2-2280-ssd-levylle-musta
Alpenföhn,"
 Olymp -prosessorijäähdytin
","64,90 
                                        ","Intel LGA 775/115x/1366/2011(-3) | AMD FM1/FM2/AM2(+)/AM3(+)  
                                        ",https://jimms.fi/fi/Product/Show/127731/84000000135/alpenfohn-olymp-prosessorijaahdytin
Phanteks,"
 PH-TC12DX CPU Cooler - Musta
","66,90 
                                        ",,https://jimms.fi/fi/Product/Show/78534/ph-tc12dx-bk/phanteks-ph-tc12dx-cpu-cooler-musta
be quiet!,"
 Shadow Rock Slim prosessorijäähdytin
","49,00 
                                        ",,https://jimms.fi/fi/Product/Show/98043/bk010/be-quiet-shadow-rock-slim-prosessorijaahdytin
Raijintek,"
 DELOS RBW -prosessorijäähdytin
","57,90 
                                        ","Pidä suorittimesi lämmöt kurissa Raijintekin avulla! | 3 x 92mm  
                                        ",https://jimms.fi/fi/Product/Show/149737/0r10b00096/raijintek-delos-rbw-prosessorijaahdytin
Cryorig,"
 Prosessorijäähdytin R1 Universal, LGA2011(-3)/1366/115x/775, AM3(+)/2(+), FM1/2(+)
","85,90 
                                        ",,https://jimms.fi/fi/Product/Show/115819/cr-r1b/cryorig-prosessorijaahdytin-r1-universal-lga2011-3-1366-115x-775-am3-2-fm1-2
ARCTIC,"
 Freezer 34 CO -prosessorijäähdytin
","28,90 
                                        ","Pidä suorittimesi meno viileänä Arcticin jäähdytysratkaisujen avulla!  
                                        ",https://jimms.fi/fi/Product/Show/148481/acfre00051a/arctic-freezer-34-co-prosessorijaahdytin
MSI,"
 Core Frozr L -prosessorijäähdytin 120mm PWM -tuulettimella
","64,90 
                                        ","Intel LGA 775/115x/1366/2011 | AMD FM1/FM2/AM2(+)/AM3(+)/AM4  
                                        ",https://jimms.fi/fi/Product/Show/131291/e32-0801920-a87/msi-core-frozr-l-prosessorijaahdytin-120mm-pwm-tuulettimella
Alpenföhn,"
 Atlas -prosessorijäähdytin
","44,90 
                                        ","Pidä suorittimesi lämmöt aisoissa Alpenföhnin avustuksella! | 2 x 92mm  
                                        ",https://jimms.fi/fi/Product/Show/144877/84000000124/alpenfohn-atlas-prosessorijaahdytin
ARCTIC,"
 Freezer 12 -prosessorijäähdytin
","28,90 
                                        ","Intel LGA 115x/2011(-v3) | AMD AM4  
                                        ",https://jimms.fi/fi/Product/Show/128784/acfre00027a/arctic-freezer-12-prosessorijaahdytin
SilverStone,"
 NT06 Pro, CPU-Cooler, Intel LGA775/115x/1366/2011/2066, AMD Socket AM2/AM3/FM1/FM2
","66,90 
                                        ",,https://jimms.fi/fi/Product/Show/76040/sst-nt06-pro/silverstone-nt06-pro-cpu-cooler-intel-lga775-115x-1366-2011-2066-amd-socket-am2-am3-fm1-fm2
SilverStone,"
 Argon SST-AR06 Low-Profile CPU-jäähdytin 92mm tuulettimella (LGA115X/AM2/AM3/FMx)
","37,90 
                                        ",,https://jimms.fi/fi/Product/Show/107573/sst-ar06/silverstone-argon-sst-ar06-low-profile-cpu-jaahdytin-92mm-tuulettimella-lga115x-am2-am3-fmx
Noctua,"
 NH-U12DX i4 -prosessorijäähdytin
","66,90 
                                        ","Intel LGA 2066 / 2011(-3) / 1356 / 1366  
                                        ",https://jimms.fi/fi/Product/Show/133162/nh-u12dx-i4/noctua-nh-u12dx-i4-prosessorijaahdytin
Inter-Tech,"
 K-618 -prosessorijäähdytin
","49,90 
                                        ",,https://jimms.fi/fi/Product/Show/157733/88885166/inter-tech-k-618-prosessorijaahdytin
SilentiumPC,"
 Fortis 3 RGB HE1425 -prosessorijäähdytin
","49,90 
                                        ","Suoritin viileäksi SilentiumPC:n avulla! | 1 x 140mm  
                                        ",https://jimms.fi/fi/Product/Show/160111/spc245/silentiumpc-fortis-3-rgb-he1425-prosessorijaahdytin
Enzotech,"
 CNB-S1 piirisarjajäähdytin, kupari
","25,00 
                                        ",,https://jimms.fi/fi/Product/Show/20982/cnb-s1/enzotech-cnb-s1-piirisarjajaahdytin-kupari
Scythe,"
 Mugen MAX CPU-cooleri LGA775/115x/1366/2011, AM2(+)/AM3(+)/FM1/FM2(+)
","42,00 
                                        ",,https://jimms.fi/fi/Product/Show/99033/scmgd-1000/scythe-mugen-max-cpu-cooleri-lga775-115x-1366-2011-am2-am3-fm1-fm2
Phanteks,"
 PH-TC12LS RGB -prosessorijäähdytin
","43,90 
                                        ","Valaistua jäähdytystehoa matalla profiililla!  
                                        ",https://jimms.fi/fi/Product/Show/147739/ph-tc12ls-rgb/phanteks-ph-tc12ls-rgb-prosessorijaahdytin
Raijintek,"
 Juno X jäähdytyssiili, punainen LED, 92mm
","11,90 
                                        ","Tehokasta jäähdytystä näyttävästi!  
                                        ",https://jimms.fi/fi/Product/Show/133839/0r100057/raijintek-juno-x-jaahdytyssiili-punainen-led-92mm
SilverStone,"
 AR12 RGB -prosessorijäähdytin
","29,90 
                                        ","Näyttävä jäähdytysratkaisu suorittimellesi!  
                                        ",https://jimms.fi/fi/Product/Show/161406/sst-ar12-rgb/silverstone-ar12-rgb-prosessorijaahdytin
